version,name,prov,country,climate_ID,lat,lon,UTC_offset,elev(m),first_yr,last_yr
CWEEDS2011,ELORA RCS,ON,CAN,6142286,43.65,-80.42,-5,376.4,2004,2017
CWEEDS2011,ERIEAU (AUT),ON,CAN,613KLLM,42.25,-81.9,-5,178,1998,2017
CWEEDS2011,GERALDTON A,ON,CAN,6042717,49.78,-86.94,-5,348.4,1998,2017
CWEEDS2011,GODERICH,ON,CAN,6122847,43.77,-81.72,-5,213.7,1998,2017
CWEEDS2011,GORE BAY CLIMATE,ON,CAN,6092920,45.88,-82.57,-5,193.5,1998,2017
CWEEDS2011,HAMILTON A,ON,CAN,6153193,43.17,-79.93,-5,237.7,2000,2017
CWEEDS2011,HAMILTON RBG CS,ON,CAN,6153301,43.29,-79.91,-5,102,2001,2017
CWEEDS2011,HARROW CDA AUTO,ON,CAN,6133362,42.03,-82.9,-5,191,2001,2017
CWEEDS2011,KAPUSKASING A,ON,CAN,6073976,49.41,-82.47,-5,226.5,1998,2017
CWEEDS2011,KEMPTVILLE CS,ON,CAN,6104027,45,-75.63,-5,99.4,2002,2017
CWEEDS2011,KENORA A,ON,CAN,6034076,49.79,-94.36,-6,409.7,1998,2017
CWEEDS2011,KILLARNEY (AUT),ON,CAN,605DJ25,45.97,-81.48,-5,196.3,1998,2017
CWEEDS2011,KIRKLAND LAKE CS,ON,CAN,6074211,48.15,-80,-5,324,2002,2017
CWEEDS2011,LAGOON CITY,ON,CAN,6114295,44.55,-79.22,-5,220.7,1998,2017
CWEEDS2011,LANSDOWNE HOUSE (AUT),ON,CAN,6014353,52.2,-87.94,-5,253.4,1998,2017
CWEEDS2011,LONDON A,ON,CAN,6144473,43.03,-81.15,-5,278,1998,2017
CWEEDS2011,MOOSONEE,ON,CAN,6075420,51.29,-80.61,-5,9.1,1998,2017
CWEEDS2011,MOUNT FOREST (AUT),ON,CAN,6145504,43.98,-80.75,-5,414.5,1998,2017
CWEEDS2011,MUSKOKA,ON,CAN,6115529,44.97,-79.3,-5,281.9,1998,2017
CWEEDS2011,NAGAGAMI (AUT),ON,CAN,6075543,49.75,-84.16,-5,264,1998,2017
CWEEDS2011,NORTH BAY A,ON,CAN,6085680,46.36,-79.42,-5,370.3,1998,2017
CWEEDS2011,OTTAWA INTL A,ON,CAN,6106001,45.32,-75.67,-5,114.9,1998,2017
CWEEDS2011,PARRY SOUND CCG,ON,CAN,6116257,45.34,-80.04,-5,176.3,2003,2017
CWEEDS2011,PEAWANUCK (AUT),ON,CAN,6016295,54.99,-85.44,-5,52.7,1998,2017
CWEEDS2011,PETERBOROUGH,ON,CAN,6166415,44.23,-78.36,-5,191.4,1998,2017
CWEEDS2011,PICKLE LAKE (AUT),ON,CAN,6016525,51.45,-90.22,-5,390.8,1998,2017
CWEEDS2011,POINT PELEE CS,ON,CAN,613P001,41.95,-82.52,-5,176.8,2002,2014
CWEEDS2011,POINT PETRE (AUT),ON,CAN,6156559,43.83,-77.15,-5,78.6,1998,2017
CWEEDS2011,PORT WELLER (AUT),ON,CAN,6136699,43.25,-79.22,-5,79,1998,2017
CWEEDS2011,PUKASKWA (AUT),ON,CAN,6046768,48.61,-86.29,-5,191.5,1998,2017
CWEEDS2011,SAULT STE MARIE A,ON,CAN,6057591,46.49,-84.51,-5,192,1998,2017
CWEEDS2011,SIOUX LOOKOUT A,ON,CAN,6037776,50.11,-91.91,-6,383.1,1998,2017
CWEEDS2011,SUDBURY A,ON,CAN,6068153,46.63,-80.8,-5,348.4,1998,2017
CWEEDS2011,THUNDER BAY A,ON,CAN,6048262,48.37,-89.32,-5,199.3,1998,2017
CWEEDS2011,TIMMINS A,ON,CAN,6078286,48.57,-81.38,-5,294.7,1998,2017
CWEEDS2011,TORONTO BUTTONVILLE A,ON,CAN,6158410,43.86,-79.37,-5,198.1,1998,2017
CWEEDS2011,TORONTO CITY CENTRE,ON,CAN,6158359,43.63,-79.39,-5,76.8,1998,2017
CWEEDS2011,TORONTO CITY,ON,CAN,6158355,43.67,-79.4,-5,112.5,2003,2017
CWEEDS2011,TORONTO INTL A,ON,CAN,6158731,43.68,-79.63,-5,173.4,1998,2017
CWEEDS2011,TRENTON A,ON,CAN,6158875,44.12,-77.53,-5,86.3,1998,2017
CWEEDS2011,UPSALA (AUT),ON,CAN,6049095,49.03,-90.47,-5,488.5,1998,2017
CWEEDS2011,VINELAND STATION RCS,ON,CAN,6139148,43.18,-79.4,-5,79.2,2003,2017
CWEEDS2011,WAWA A,ON,CAN,6059413,47.97,-84.79,-5,287.7,1998,2017
CWEEDS2011,WIARTON A,ON,CAN,6119499,44.74,-81.11,-5,221.9,1998,2017
CWEEDS2011,WINDSOR A,ON,CAN,6139527,42.28,-82.96,-5,189.6,1998,2017
CWEEDS2011,CHARLOTTETOWN A,PE,CAN,8300301,46.29,-63.12,-4,48.5,1998,2017
CWEEDS2011,EAST POINT (AUT),PE,CAN,8300418,46.46,-61.99,-4,7.7,1998,2017
CWEEDS2011,HARRINGTON CDA CS,PE,CAN,830P001,46.34,-63.17,-4,53,2005,2017
CWEEDS2011,MAPLE PLAINS,PE,CAN,8305500,46.3,-63.58,-4,45.7,2002,2017
CWEEDS2011,NORTH CAPE,PE,CAN,8300516,47.06,-64,-4,7.6,1998,2017
CWEEDS2011,ST. PETERS,PE,CAN,8300562,46.45,-62.58,-4,29.7,2004,2017
CWEEDS2011,SUMMERSIDE,PE,CAN,8300596,46.44,-63.84,-4,12.2,1998,2017
CWEEDS2011,AMQUI,QC,CAN,7050145,48.47,-67.43,-5,166,1998,2017
CWEEDS2011,BAGOTVILLE A,QC,CAN,7060400,48.33,-71,-5,159.1,1998,2017
CWEEDS2011,BAIE-COMEAU A,QC,CAN,7040442,49.13,-68.2,-5,21.6,1998,2017
CWEEDS2011,BAIE-COMEAU,QC,CAN,704S001,49.26,-68.15,-5,129.5,1998,2017
CWEEDS2011,BARRAGE TEMISCAMINGUE,QC,CAN,7080468,46.71,-79.1,-5,181.4,1998,2017
CWEEDS2011,BEAUCEVILLE,QC,CAN,7028754,46.21,-70.78,-5,229.2,1998,2017
CWEEDS2011,BEAUPORT,QC,CAN,7010565,46.84,-71.2,-5,10,2000,2017
CWEEDS2011,BONNARD 1,QC,CAN,7060826,50.73,-71.01,-5,498,1998,2017
CWEEDS2011,CAP-D'ESPOIR,QC,CAN,7051050,48.42,-64.32,-5,15.4,1998,2017
CWEEDS2011,CAP-MADELEINE,QC,CAN,7051163,49.25,-65.32,-5,29,1998,2017
CWEEDS2011,CAP-ROUGE,QC,CAN,7041166,48.37,-70.54,-5,7.3,1998,2017
CWEEDS2011,CAP-TOURMENTE,QC,CAN,7041JG6,47.08,-70.78,-5,6,1998,2017
CWEEDS2011,CAPE WHITTLE,QC,CAN,7041100,50.16,-60.06,-4,7,2001,2017
CWEEDS2011,CHAMOUCHOUANE,QC,CAN,7061288,49.28,-73.36,-5,303.8,1998,2017
CWEEDS2011,CHAPAIS,QC,CAN,7091299,49.82,-74.98,-5,381.1,2002,2017
CWEEDS2011,CHARLEVOIX (MRC),QC,CAN,7041312,47.28,-70.64,-5,722.7,1998,2017
CWEEDS2011,CHEVERY,QC,CAN,7041382,50.47,-59.64,-5,7.7,1998,2017
CWEEDS2011,CHUTE-DES-PASSES,QC,CAN,7061541,49.84,-71.17,-5,398.2,1998,2017
CWEEDS2011,DESCHAMBAULT,QC,CAN,7011983,46.69,-71.97,-5,61,1998,2017
CWEEDS2011,FORET MONTMORENCY RCS,QC,CAN,7042395,47.32,-71.15,-5,672.8,2004,2017
CWEEDS2011,FRELIGHSBURG,QC,CAN,7022579,45.03,-72.85,-5,224,1998,2017
CWEEDS2011,GASPE A,QC,CAN,7052601,48.78,-64.48,-5,16,1998,2017
CWEEDS2011,HAVRE ST. PIERRE,QC,CAN,7043019,50.28,-63.61,-5,37.8,1998,2017
CWEEDS2011,HIGH FALLS,QC,CAN,7033121,45.84,-75.65,-5,194.6,2000,2017
CWEEDS2011,ILE AUX PERROQUETS,QC,CAN,7043B79,50.22,-64.21,-5,9,1998,2017
CWEEDS2011,ILE ROUGE,QC,CAN,7043BP9,48.07,-69.56,-5,5.9,1998,2017
CWEEDS2011,ILES DE LA MADELEINE,QC,CAN,7053KGR,47.43,-61.77,-5,7.6,1998,2017
CWEEDS2011,INUKJUAK A,QC,CAN,710S005,58.47,-78.08,-5,26.2,2005,2017
CWEEDS2011,JONQUIERE,QC,CAN,7063370,48.43,-71.14,-5,135.6,1998,2017
CWEEDS2011,KUUJJUAQ A,QC,CAN,7113535,58.09,-68.42,-5,39.9,2005,2017
CWEEDS2011,KUUJJUARAPIK A,QC,CAN,7103537,55.28,-77.77,-5,12.2,1998,2017
CWEEDS2011,L'ACADIE,QC,CAN,702LED4,45.29,-73.35,-5,43.8,1998,2017
CWEEDS2011,L'ASSOMPTION,QC,CAN,7014160,45.81,-73.43,-5,21,1998,2017
CWEEDS2011,L'ETAPE,QC,CAN,7015791,47.56,-71.23,-5,791.2,1998,2017
CWEEDS2011,LA BAIE,QC,CAN,706Q001,48.3,-70.92,-5,151.6,1998,2017
CWEEDS2011,LA POCATIERE,QC,CAN,7054096,47.36,-70.03,-5,31,1998,2017
CWEEDS2011,LA TUQUE,QC,CAN,707DBD4,47.41,-72.79,-5,168.9,1998,2017
CWEEDS2011,LAC BENOIT,QC,CAN,706I001,51.53,-71.11,-5,549,1998,2017
CWEEDS2011,LAC EON,QC,CAN,704C64L,51.87,-63.28,-5,588.9,1998,2017
CWEEDS2011,LAC MEMPHREMAGOG,QC,CAN,702CFGG,45.27,-72.17,-5,208.7,2002,2017
CWEEDS2011,LAC SAINT-PIERRE,QC,CAN,701LP0N,46.18,-72.92,-5,16.2,1999,2017
CWEEDS2011,LATERRIERE,QC,CAN,7064181,48.31,-71.13,-5,162.7,2003,2017
CWEEDS2011,LEMIEUX,QC,CAN,701Q009,46.3,-72.06,-5,97.2,2000,2017
CWEEDS2011,LENNOXVILLE,QC,CAN,7024280,45.37,-71.82,-5,181,1998,2017
CWEEDS2011,LONGUE-POINTE-DE-MINGAN,QC,CAN,7044328,50.27,-64.23,-5,11,1998,2017
CWEEDS2011,LOURDES DE BLANC SABLON A,QC,CAN,7040815,51.44,-57.19,-4,37.2,1998,2017
CWEEDS2011,MANIWAKI AIRPORT,QC,CAN,7034482,46.27,-75.99,-5,199.7,1998,2017
CWEEDS2011,MANOUANE EST,QC,CAN,706I155,50.66,-70.53,-5,497,1998,2017
CWEEDS2011,MATAGAMI A,QC,CAN,7094636,49.76,-77.8,-5,279.8,1998,2017
CWEEDS2011,MCTAVISH,QC,CAN,7024745,45.5,-73.58,-5,72.8,1998,2017
CWEEDS2011,MONT JOLI A,QC,CAN,7055121,48.61,-68.21,-5,52.4,1998,2017
CWEEDS2011,MONTREAL-EST,QC,CAN,7025252,45.63,-73.55,-5,50.4,1998,2007
CWEEDS2011,MONTREAL INTL A,QC,CAN,7025251,45.47,-73.74,-5,36,1998,2017
CWEEDS2011,MONTREAL MIRABEL INTL A,QC,CAN,7034900,45.68,-74.03,-5,82.3,1998,2017
CWEEDS2011,MONTREAL-ST-HUBERT,QC,CAN,7027329,45.52,-73.42,-5,27.4,1998,2017
CWEEDS2011,NATASHQUAN A,QC,CAN,7045401,50.19,-61.81,-4,11.7,1998,2017
CWEEDS2011,NEW CARLISLE 1,QC,CAN,7055422,48.01,-65.33,-5,46.4,1998,2017
CWEEDS2011,NICOLET,QC,CAN,7025442,46.23,-72.66,-5,8,1998,2017
CWEEDS2011,NORMANDIN,QC,CAN,7065639,48.84,-72.55,-5,137.2,1998,2017
CWEEDS2011,PARENT,QC,CAN,7075800,47.92,-74.64,-5,444.7,1999,2017
CWEEDS2011,POINTE-AU-PERE (INRS),QC,CAN,7056068,48.51,-68.47,-5,4.9,1998,2017
CWEEDS2011,POINTE CLAVEAU,QC,CAN,704607C,48.26,-70.11,-5,4,1998,2017
CWEEDS2011,POINTE DE L'ISLET,QC,CAN,7046059,48.14,-69.72,-5,7,1998,2017
CWEEDS2011,POINTE-DES-MONTS,QC,CAN,704F0PN,49.32,-67.38,-5,5.9,1998,2017
CWEEDS2011,POINTE NOIRE CS,QC,CAN,704Q003,50.16,-66.43,-5,24,1998,2017
CWEEDS2011,PORT-MENIER,QC,CAN,7056202,49.84,-64.29,-5,55.2,1999,2017
CWEEDS2011,QUEBEC INTL A,QC,CAN,7016293,46.8,-71.38,-5,74.4,1998,2017
CWEEDS2011,RIVIERE-DU-LOUP,QC,CAN,7056616,47.81,-69.55,-5,146.5,1998,2017
CWEEDS2011,ROBERVAL A,QC,CAN,7066686,48.52,-72.27,-5,178.6,1998,2017
CWEEDS2011,ROUYN-NORANDA A,QC,CAN,7086719,48.21,-78.84,-5,301.1,1998,2017
CWEEDS2011,ROUYN,QC,CAN,7086716,48.25,-79.03,-5,318,1998,2017
CWEEDS2011,SCHEFFERVILLE A,QC,CAN,7117823,54.81,-66.81,-5,520.9,1998,2017
CWEEDS2011,SEPT-ILES A,QC,CAN,7047911,50.22,-66.27,-5,54.9,1998,2017
CWEEDS2011,SHAWINIGAN,QC,CAN,7018001,46.56,-72.73,-5,110,2000,2017
CWEEDS2011,ST-ANICET 1,QC,CAN,702FQLF,45.12,-74.29,-5,49.1,1998,2017
CWEEDS2011,ST-JOVITE,QC,CAN,703GDKB,46.08,-74.56,-5,238.5,1998,2017
CWEEDS2011,STE-ANNE-DE-BELLEVUE 1,QC,CAN,702FHL8,45.43,-73.93,-5,39,1998,2017
CWEEDS2011,STE-CLOTHILDE,QC,CAN,7027039,45.17,-73.68,-5,53,1998,2017
CWEEDS2011,STE-FOY (U. LAVAL),QC,CAN,701Q004,46.78,-71.29,-5,91.4,1998,2017
CWEEDS2011,VAL-D'OR,QC,CAN,7098603,48.06,-77.79,-5,338.9,1998,2017
CWEEDS2011,VARENNES,QC,CAN,702327X,45.72,-73.38,-5,17.9,1998,2015
CWEEDS2011,ASSINIBOIA AIRPORT,SK,CAN,4020286,49.73,-105.95,-6,725.5,1998,2017
CWEEDS2011,BROADVIEW,SK,CAN,4010879,50.37,-102.57,-6,599.8,1998,2017
CWEEDS2011,BUFFALO NARROWS (AUT),SK,CAN,4060983,55.84,-108.42,-6,440.1,2003,2017
CWEEDS2011,COLLINS BAY SK,SK,CAN,4061620,58.23,-103.68,-6,412.6,2005,2017
CWEEDS2011,CORONACH SPC,SK,CAN,40318MN,49.05,-105.48,-6,756,1998,2017
CWEEDS2011,CYPRESS HILLS PARK,SK,CAN,4031999,49.64,-109.51,-6,1270.6,1998,2017
CWEEDS2011,EASTEND CYPRESS (AUT),SK,CAN,4032322,49.44,-108.99,-6,1079.6,1998,2017
CWEEDS2011,ELBOW CS,SK,CAN,4022359,51.13,-106.58,-6,595,1998,2017
CWEEDS2011,ESTEVAN A,SK,CAN,4012401,49.21,-102.97,-6,580.3,1998,2017
CWEEDS2011,HUDSON BAY(AUT),SK,CAN,4083324,52.82,-102.32,-6,358.1,1998,2017
CWEEDS2011,INDIAN HEAD CDA,SK,CAN,4013480,50.55,-103.65,-6,579.1,1998,2017
CWEEDS2011,ISLAND FALLS (AUT),SK,CAN,4063605,55.53,-102.35,-6,297.4,2005,2017
CWEEDS2011,JIMMY LAKE AWOS,SK,CAN,4063623,54.91,-109.96,-6,637.1,2001,2012
CWEEDS2011,KEY LAKE A,SK,CAN,4063757,57.25,-105.6,-6,513.9,1998,2017
CWEEDS2011,KINDERSLEY A,SK,CAN,4043901,51.52,-109.18,-6,693.7,1998,2017
CWEEDS2011,LA RONGE A,SK,CAN,4064155,55.15,-105.27,-6,379.2,1998,2017
CWEEDS2011,LAST MOUNTAIN CS,SK,CAN,4014156,51.42,-105.25,-6,497,1998,2017
CWEEDS2011,LEADER AIRPORT,SK,CAN,402DAF0,50.91,-109.5,-6,675.5,1998,2017
CWEEDS2011,LUCKY LAKE,SK,CAN,4024714,50.95,-107.15,-6,664.7,1998,2017
CWEEDS2011,MAPLE CREEK,SK,CAN,4024919,49.9,-109.47,-6,766.7,1998,2017
CWEEDS2011,MEADOW LAKE,SK,CAN,406N0NM,54.13,-108.52,-6,481,2003,2017
CWEEDS2011,MELFORT,SK,CAN,4055079,52.82,-104.6,-6,490,1998,2017
CWEEDS2011,MOOSE JAW CS,SK,CAN,4015322,50.33,-105.54,-6,577,1998,2017
CWEEDS2011,NIPAWIN,SK,CAN,407N51G,53.33,-104,-6,371.9,1998,2017
CWEEDS2011,NORTH BATTLEFORD,SK,CAN,4045695,52.77,-108.24,-6,548.3,1998,2017
CWEEDS2011,OUTLOOK PFRA,SK,CAN,4055736,51.48,-107.05,-6,541,1998,2017
CWEEDS2011,PRINCE ALBERT A,SK,CAN,4056241,53.21,-105.67,-6,428.2,1998,2017
CWEEDS2011,REGINA INTL A,SK,CAN,4016566,50.43,-104.67,-6,577.6,1998,2017
CWEEDS2011,ROCKGLEN (AUT),SK,CAN,4036844,49.17,-105.98,-6,917,1998,2017
CWEEDS2011,ROSETOWN EAST,SK,CAN,4046884,51.57,-107.92,-6,586,1998,2017
CWEEDS2011,SASKATOON INTL A,SK,CAN,4057152,52.17,-106.7,-6,504.1,1998,2017
CWEEDS2011,SCOTT CDA,SK,CAN,4047240,52.36,-108.83,-6,659.6,1998,2017
CWEEDS2011,SOUTHEND,SK,CAN,4067655,56.33,-103.28,-6,344.1,1998,2017
CWEEDS2011,SPIRITWOOD WEST,SK,CAN,4067723,53.37,-107.55,-6,584.3,1998,2017
CWEEDS2011,STONY RAPIDS,SK,CAN,4067799,59.25,-105.84,-6,244.2,2005,2017
CWEEDS2011,SWIFT CURRENT CDA,SK,CAN,4028060,50.27,-107.73,-6,825,1998,2017
CWEEDS2011,SWIFT CURRENT,SK,CAN,4028038,50.29,-107.69,-6,816.9,1998,2017
CWEEDS2011,URANIUM CITY (AUT),SK,CAN,406QLD0,59.57,-108.48,-6,318.2,2005,2017
CWEEDS2011,VAL MARIE SOUTHEAST,SK,CAN,4038412,49.06,-107.59,-6,796,1998,2017
CWEEDS2011,WASKESIU LAKE,SK,CAN,4068559,53.92,-106.07,-6,569.4,1998,2017
CWEEDS2011,WATROUS EAST,SK,CAN,4018642,51.67,-105.4,-6,525.6,1998,2017
CWEEDS2011,WEYBURN,SK,CAN,401HP5R,49.7,-103.8,-6,588.6,1998,2017
CWEEDS2011,WYNYARD (AUT),SK,CAN,40190LN,51.77,-104.2,-6,560.1,1998,2017
CWEEDS2011,YORKTON,SK,CAN,4019075,51.26,-102.46,-6,498.3,1998,2017
CWEEDS2011,BURWASH A,YT,CAN,2100181,61.37,-139.04,-8,805.3,2005,2017
CWEEDS2011,CARMACKS CS,YT,CAN,2100301,62.12,-136.19,-8,542.9,2005,2017
CWEEDS2011,DAWSON,YT,CAN,2100LRP,64.06,-139.13,-8,370,2005,2017
CWEEDS2011,FARO (AUT),YT,CAN,2100518,62.21,-133.38,-8,716.6,2005,2017
CWEEDS2011,HAINES JUNCTION,YT,CAN,2100630,60.77,-137.58,-8,595.3,2005,2017
CWEEDS2011,HERSCHEL ISLAND,YT,CAN,2100636,69.57,-138.91,-8,1.2,2005,2017
CWEEDS2011,IVVAVIK NAT. PARK,YT,CAN,2100660,69.16,-140.15,-8,243.8,2005,2017
CWEEDS2011,MACMILLAN PASS,YT,CAN,2100693,63.24,-130.04,-8,1379,2005,2017
CWEEDS2011,MAYO A,YT,CAN,2100701,63.62,-135.87,-8,503.8,2005,2017
CWEEDS2011,OLD CROW RCS,YT,CAN,2100805,67.57,-139.84,-8,251.2,2005,2017
CWEEDS2011,ROCK RIVER,YT,CAN,2100935,66.98,-136.22,-8,731,2007,2017
CWEEDS2011,TESLIN (AUT),YT,CAN,2101102,60.17,-132.73,-8,705,2005,2017
CWEEDS2011,WATSON LAKE A,YT,CAN,2101201,60.12,-128.82,-8,687.3,2005,2017
CWEEDS2011,WHITEHORSE A,YT,CAN,2101303,60.71,-135.07,-8,706.2,2005,2017
